Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,ID
114,Rui Hachimura,26,LAL,PF,59,57,1869,0.509,13.7,0.571,0.274,0.181,0.073,0.043,0.429,0.581,0.753,0.394,0.5,0.4,0.413,0.817,0.961,0.13,67,0.429,0.425,0,0,,hachiru01
177,Matas Buzelis,20,CHI,SF,80,31,1511,0.454,13.7,0.521,0.305,0.178,0.023,0.014,0.479,0.54,0.633,0.434,0.154,0.5,0.361,0.699,0.979,0.141,65,0.504,0.366,0,0,ROY-7,buzelma01
289,Jaden Ivey,22,DET,SG,30,30,898,0.46,13.7,0.627,0.245,0.245,0.094,0.044,0.373,0.49,0.644,0.426,0.333,0.333,0.409,0.425,0.746,0.024,9,0.208,0.344,3,0,,iveyja01
348,Pat Connaughton,32,MIL,SG,41,1,603,0.469,13.7,0.542,0.35,0.164,0.023,0.006,0.458,0.594,0.661,0.448,0.5,1,0.321,0.702,0.885,0.04,6,0.235,0.211,0,0,,connapa01
488,Sidy Cissoko,20,2TM,SF,22,0,114,0.433,13.7,0.567,0.267,0.267,0,0.033,0.433,0.588,0.75,0.5,,0,0.231,0.7,1,0.167,4,0.385,0.4,0,0,,cissosi01
422,Maxwell Lewis,22,2TM,SF,28,1,327,0.417,13.7,0.537,0.167,0.25,0.065,0.056,0.463,0.448,0.722,0.333,0.429,0.167,0.38,0.654,0.895,0.037,3,0.4,0.35,0,0,,lewisma05
414,Damion Baugh,24,CHO,SG,15,2,370,0.323,13.7,0.569,0.208,0.323,0.031,0.008,0.431,0.405,0.63,0.286,0.25,0,0.214,0.433,1,0.008,0,0.339,0.105,0,0,,baughda01
87,Miles Bridges,26,CHO,PF,64,64,2029,0.431,13.8,0.587,0.242,0.274,0.051,0.02,0.413,0.513,0.712,0.393,0.309,0.273,0.313,0.482,0.908,0.058,55,0.236,0.396,6,0,,bridgmi02
165,Paolo Banchero,22,ORL,PF,46,46,1582,0.452,13.8,0.701,0.213,0.21,0.165,0.114,0.299,0.509,0.691,0.45,0.44,0.375,0.32,0.378,0.494,0.055,40,0.092,0.28,5,0,,banchpa01
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,0.449,13.8,0.729,0.179,0.212,0.187,0.15,0.271,0.501,0.658,0.413,0.516,0.418,0.311,0.261,0.491,0.066,39,0.124,0.455,0,0,,porteke02
553,Tristen Newton,23,2TM,SG,8,0,16,0.125,13.8,0.625,0.125,0.25,0.25,0,0.375,0.2,1,0,0,,0,0,,0,0,0,,0,0,,newtotr01
208,Justin Champagnie,23,WAS,SF,62,31,1340,0.511,13.9,0.53,0.324,0.182,0.022,0,0.47,0.624,0.767,0.413,0.333,,0.383,0.566,0.986,0.075,30,0.316,0.377,1,0,,champju01
368,Rob Dillingham,20,MIN,PG,49,1,516,0.441,13.9,0.649,0.213,0.223,0.123,0.09,0.351,0.496,0.733,0.404,0.462,0.211,0.338,0.309,0.48,0.014,3,0.135,0.5,0,0,,dilliro01
25,Toumani Camara,24,POR,PF,78,78,2548,0.458,14,0.497,0.289,0.198,0.008,0.001,0.503,0.542,0.652,0.401,0.167,0,0.375,0.658,0.956,0.084,49,0.419,0.358,1,0,DPOY-9DEF2,camarto01
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,0.455,14,0.527,0.294,0.135,0.066,0.032,0.473,0.557,0.686,0.362,0.391,0.545,0.341,0.696,0.964,0.026,8,0.543,0.427,0,0,,robinje02
444,JT Thor,22,2TM,PF,20,0,249,0.424,14,0.644,0.237,0.203,0.153,0.051,0.356,0.5,0.714,0.417,0.333,0.333,0.286,0.632,1,0.102,5,0.476,0.1,0,0,,thorjt01
437,Isaiah Wong,24,CHO,SG,20,0,265,0.39,14,0.686,0.162,0.248,0.219,0.057,0.314,0.389,0.412,0.385,0.391,0.333,0.394,0.393,0.769,0.019,2,0.121,0.25,1,0,,wongis01
496,Justin Minaya,25,POR,SF,19,0,101,0.381,14,0.524,0.19,0.333,0,0,0.476,0.545,0.5,0.571,,,0.2,0.5,1,0,0,0.3,0.333,0,0,,minayju01
255,Jonathan Isaac,27,ORL,PF,71,1,1090,0.414,14.1,0.534,0.324,0.068,0.096,0.046,0.466,0.549,0.676,0.5,0.323,0.2,0.258,0.547,1,0.16,44,0.636,0.302,0,0,,isaacjo01
220,Javonte Green,31,2TM,SG,68,19,1258,0.429,14.1,0.509,0.317,0.16,0.024,0.007,0.491,0.527,0.692,0.283,0.143,0,0.326,0.636,1,0.077,18,0.475,0.328,0,0,,greenja02
225,Bobby Portis,29,MIL,PF,49,7,1244,0.466,14.1,0.701,0.2,0.193,0.163,0.145,0.299,0.508,0.655,0.487,0.423,0.43,0.365,0.519,0.969,0.015,7,0.258,0.435,0,0,,portibo01
456,Dario Šarić,30,DEN,C,16,4,210,0.362,14.1,0.552,0.224,0.276,0.017,0.034,0.448,0.438,0.615,0.313,0,0.5,0.269,0.714,1,0,0,0.154,0.5,0,0,,saricda01
565,James Wiseman,23,IND,C,1,0,5,0.5,14.1,0.75,0,0.5,0,0.25,0.25,0.667,,1,,0,0,1,,0,0,0,,0,0,,wisemja01
552,Yuri Collins,23,GSW,PG,2,0,16,0.333,14.1,1,0,0,0.667,0.333,0,0.333,,,0,1,,0,,0,0,,,0,0,,colliyu01
249,Julian Phillips,21,CHI,SF,79,5,1123,0.446,14.2,0.467,0.321,0.136,0.007,0.003,0.533,0.582,0.652,0.436,0.5,0,0.327,0.679,1,0.153,36,0.66,0.406,0,0,,phillju01
139,Aaron Wiggins,26,OKC,SG,76,26,1744,0.488,14.2,0.534,0.28,0.187,0.048,0.019,0.466,0.578,0.725,0.397,0.457,0.5,0.383,0.573,0.923,0.027,17,0.324,0.364,1,0,,wiggiaa01
78,Russell Westbrook,36,DEN,PG,75,36,2092,0.449,12.3,0.65,0.314,0.213,0.063,0.06,0.35,0.517,0.682,0.424,0.212,0.3,0.323,0.423,0.862,0.032,23,0.337,0.439,1,0,6MOY-7,westbru01
268,Dejounte Murray,28,NOP,PG,31,31,1012,0.393,14.8,0.648,0.176,0.174,0.206,0.091,0.352,0.444,0.598,0.349,0.461,0.289,0.299,0.261,0.635,0.012,6,0.155,0.296,0,0,,murrade01
516,Jamaree Bouyea,25,MIL,PG,5,1,62,0.5,14.2,0.583,0.333,0.167,0.083,0,0.417,0.714,0.75,0.5,1,,0.2,0.4,0,0,0,0,,0,0,,bouyeja01
482,Kobe Bufkin,21,ATL,SG,10,0,124,0.383,14.2,0.596,0.255,0.191,0.106,0.043,0.404,0.5,0.417,0.778,0.2,0.5,0.211,0.429,1,0,0,0.316,0.167,1,0,,bufkiko01
161,Caris LeVert,30,2TM,SG,64,3,1596,0.467,14.3,0.526,0.299,0.125,0.087,0.015,0.474,0.552,0.665,0.427,0.404,0.222,0.373,0.644,0.792,0.053,30,0.31,0.42,0,0,,leverca01
298,Shake Milton,28,2TM,SG,57,2,837,0.453,14.3,0.583,0.181,0.24,0.146,0.016,0.417,0.52,0.63,0.492,0.432,0.5,0.358,0.364,1,0,0,0.321,0.294,1,0,,miltosh01
126,Alex Sarr,19,WAS,C,67,67,1814,0.394,14.4,0.588,0.17,0.298,0.086,0.034,0.412,0.454,0.695,0.36,0.324,0.393,0.308,0.701,0.952,0.077,58,0.15,0.373,0,0,ROY-4,sarral01
105,Guerschon Yabusele,29,PHI,C,70,43,1895,0.501,14.4,0.513,0.313,0.165,0.028,0.007,0.487,0.616,0.744,0.462,0.188,0.25,0.38,0.725,1,0.089,44,0.241,0.364,3,0,,yabusgu01
238,Kawhi Leonard,33,LAC,SF,37,37,1180,0.498,14.4,0.695,0.132,0.199,0.266,0.098,0.305,0.536,0.768,0.54,0.476,0.377,0.411,0.431,0.679,0.056,32,0.137,0.385,0,0,,leonaka01
34,Jamal Murray,27,DEN,PG,67,67,2418,0.474,15.6,0.646,0.155,0.175,0.153,0.163,0.354,0.518,0.667,0.485,0.468,0.459,0.393,0.355,0.615,0.012,13,0.093,0.378,3,0,,murraja01
149,Scotty Pippen Jr.,24,MEM,PG,79,21,1683,0.48,12.5,0.631,0.261,0.296,0.061,0.013,0.369,0.528,0.658,0.466,0.333,0.25,0.397,0.5,0.977,0.02,11,0.205,0.489,1,0,,pippesc02
469,Lamar Stevens,27,MEM,PF,17,1,155,0.46,14.4,0.571,0.27,0.222,0.079,0,0.429,0.583,0.588,0.5,0.8,,0.296,0.524,0.875,0.063,3,0.37,0.2,1,0,,stevela01
362,Dillon Jones,23,OKC,SF,54,3,551,0.383,14.4,0.526,0.286,0.18,0.045,0.015,0.474,0.5,0.658,0.292,0.333,0.5,0.254,0.657,0.938,0,0,0.206,0.231,0,0,,jonesdi01
118,Andrew Wiggins,29,2TM,SF,60,60,1842,0.448,14.5,0.585,0.168,0.284,0.061,0.073,0.415,0.501,0.596,0.487,0.49,0.344,0.374,0.504,0.869,0.052,40,0.164,0.421,0,0,,wiggian01
530,James Johnson,37,IND,PF,12,0,37,0.364,14.5,0.727,0.364,0,0.091,0.273,0.273,0.5,0.75,,1,0,0,0.75,,0,0,0,,0,0,,johnsja01
465,Jaylen Nowell,25,NOP,SG,8,0,168,0.356,14.5,0.63,0.11,0.315,0.164,0.041,0.37,0.391,0.5,0.348,0.5,0,0.296,0.278,1,0,0,0.222,0.5,0,0,,nowelja01
205,Jake LaRavia,23,2TM,PF,66,0,1349,0.475,14.6,0.579,0.249,0.27,0.047,0.012,0.421,0.513,0.607,0.484,0.25,0.25,0.423,0.59,0.95,0.074,20,0.261,0.378,2,1,,laravja01
388,GG Jackson II,20,MEM,PF,29,3,459,0.372,14.6,0.523,0.236,0.251,0.025,0.01,0.477,0.404,0.553,0.28,0.2,0.5,0.337,0.476,0.938,0.085,12,0.284,0.296,0,0,,jacksgg01
379,A.J. Lawson,24,TOR,SG,26,2,486,0.421,14.6,0.468,0.289,0.168,0.011,0,0.532,0.528,0.618,0.406,0,,0.327,0.638,0.939,0.074,11,0.347,0.314,0,0,,lawsoaj01
369,Colby Jones,22,2TM,SG,39,0,515,0.457,14.6,0.62,0.178,0.264,0.14,0.039,0.38,0.538,0.696,0.441,0.556,0.4,0.327,0.558,0.938,0.039,5,0.245,0.333,0,0,,jonesco02
302,Ryan Rollins,22,MIL,PG,56,19,820,0.487,14.6,0.557,0.225,0.185,0.111,0.037,0.443,0.55,0.754,0.42,0.4,0.4,0.408,0.349,0.918,0.022,5,0.417,0.48,0,0,,rolliry01
435,Dru Smith,27,MIA,SG,14,1,268,0.508,14.6,0.508,0.23,0.23,0.049,0,0.492,0.484,0.714,0.357,0,,0.533,0.4,0.875,0,0,0.367,0.636,0,0,,smithdr01
550,Isaiah Mobley,25,PHI,PF,1,0,17,0.286,14.6,0.571,0.143,0.286,0.143,0,0.429,0.25,1,0,0,,0.333,0,1,0,0,0.333,0,0,0,,mobleis01
1,Mikal Bridges,28,NYK,SF,82,82,3036,0.5,14.7,0.609,0.185,0.189,0.192,0.042,0.391,0.594,0.785,0.513,0.507,0.52,0.354,0.682,0.957,0.025,28,0.449,0.423,12,0,,bridgmi01
352,Cam Reddish,25,LAL,SF,33,8,589,0.404,14.7,0.5,0.245,0.202,0.032,0.021,0.5,0.532,0.87,0.211,0,0.5,0.277,0.52,1,0.096,8,0.489,0.304,0,0,,reddica01
59,Desmond Bane,26,MEM,SG,69,68,2205,0.484,14.7,0.589,0.188,0.246,0.093,0.063,0.411,0.548,0.712,0.492,0.4,0.5,0.392,0.426,0.634,0.005,5,0.187,0.308,0,0,,banede01
55,Harrison Barnes,32,SAS,PF,82,82,2230,0.508,14.8,0.473,0.25,0.184,0.038,0,0.527,0.591,0.69,0.468,0.538,,0.433,0.586,0.981,0.042,29,0.547,0.477,2,0,,barneha02
261,Isaac Okoro,24,CLE,SG,55,22,1053,0.464,14.8,0.434,0.341,0.086,0.004,0.004,0.566,0.586,0.659,0.348,0,0,0.371,0.765,1,0.052,11,0.596,0.389,0,0,,okorois01
229,Cole Anthony,24,ORL,PG,67,22,1234,0.424,15.6,0.599,0.129,0.25,0.175,0.044,0.401,0.471,0.714,0.449,0.337,0.417,0.353,0.261,0.766,0.007,2,0.151,0.455,2,0,,anthoco01
167,Obi Toppin,26,IND,PF,79,4,1545,0.529,14.9,0.497,0.295,0.159,0.037,0.007,0.503,0.695,0.791,0.632,0.273,0.25,0.365,0.758,0.964,0.129,74,0.385,0.44,5,0,,toppiob01
301,Cam Whitmore,20,HOU,SF,51,3,827,0.444,14.9,0.546,0.253,0.203,0.037,0.052,0.454,0.518,0.686,0.341,0.467,0.429,0.355,0.482,0.785,0.112,35,0.213,0.436,1,0,,whitmca01
294,Chris Boucher,32,TOR,PF,50,0,862,0.492,14.9,0.478,0.292,0.114,0.054,0.019,0.522,0.633,0.75,0.429,0.5,0.429,0.363,0.643,0.986,0.111,32,0.42,0.395,0,0,,bouchch01
276,Thomas Bryant,27,2TM,C,66,8,963,0.508,14.9,0.539,0.336,0.14,0.053,0.009,0.461,0.665,0.648,0.667,0.706,1,0.324,0.67,0.979,0.109,29,0.358,0.415,0,0,,bryanth01
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,0.436,14.9,0.633,0.234,0.11,0.171,0.118,0.367,0.485,0.674,0.262,0.369,0.489,0.35,0.504,0.857,0.066,21,0.229,0.313,0,0,,bostobr01
93,Draymond Green,34,GSW,PF,68,66,1983,0.424,14.9,0.517,0.187,0.25,0.053,0.028,0.483,0.517,0.6,0.472,0.444,0.5,0.325,0.809,0.988,0.029,14,0.39,0.333,1,0,DPOY-3DEF1,greendr01
133,Scoot Henderson,20,POR,PG,66,10,1759,0.419,14.9,0.566,0.235,0.199,0.072,0.061,0.434,0.469,0.59,0.346,0.49,0.381,0.354,0.253,0.771,0.02,11,0.138,0.39,4,1,,hendesc01
110,Andrew Nembhard,25,IND,SG,65,65,1881,0.458,14.9,0.675,0.163,0.187,0.199,0.126,0.325,0.538,0.727,0.535,0.449,0.441,0.291,0.474,0.824,0.002,1,0.269,0.298,1,0,,nembhan01
127,Kyrie Irving,32,DAL,SG,50,50,1804,0.473,14.9,0.62,0.153,0.252,0.134,0.08,0.38,0.517,0.703,0.487,0.441,0.382,0.401,0.32,0.632,0.001,1,0.15,0.5,1,0,CPOY-10AS,irvinky01
385,Larry Nance Jr.,32,ATL,PF,24,3,463,0.516,15,0.51,0.239,0.206,0.045,0.019,0.49,0.582,0.703,0.469,0.571,0.333,0.447,0.848,0.971,0.135,16,0.342,0.423,2,0,,nancela02
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,0.405,15,0.527,0.232,0.196,0.064,0.036,0.473,0.454,0.527,0.39,0.48,0.286,0.349,0.628,0.954,0.041,11,0.29,0.352,2,0,,walteja01
297,KJ Simpson,22,CHO,PG,36,15,842,0.346,15,0.568,0.179,0.246,0.103,0.04,0.432,0.415,0.648,0.365,0.226,0.167,0.254,0.324,0.667,0.01,3,0.146,0.263,0,0,,simpskj01
461,Lester Quiñones,24,2TM,SG,13,0,183,0.397,15,0.436,0.218,0.154,0.038,0.026,0.564,0.529,0.765,0.417,0,0,0.295,0.444,0.923,0,0,0.159,0.286,0,0,,quinole01
157,Tristan Da Silva,23,ORL,SF,74,38,1629,0.412,15.1,0.505,0.197,0.23,0.043,0.035,0.495,0.488,0.589,0.468,0.333,0.235,0.335,0.613,0.95,0.062,23,0.393,0.372,1,0,,dasiltr01
251,Dalano Banton,25,POR,PG,67,7,1120,0.391,14.4,0.562,0.249,0.227,0.059,0.028,0.438,0.442,0.635,0.278,0.333,0.286,0.324,0.373,0.875,0.024,11,0.198,0.409,2,0,,bantoda01
371,Tristan Vukcevic,21,WAS,C,35,1,513,0.496,15.1,0.579,0.186,0.252,0.103,0.037,0.421,0.586,0.8,0.426,0.52,0.778,0.373,0.793,1,0.058,14,0.098,0.3,2,0,,vukcetr01
524,Isaiah Crawford,23,SAC,SF,15,0,46,0.455,15.1,0.545,0.182,0.182,0.182,0,0.455,0.667,0.5,1,0.5,,0.2,0.75,1,0,0,0.2,1,0,0,,crawfis01
525,Mason Jones,26,SAC,SG,10,0,45,0.5,15.1,0.556,0.167,0.278,0.111,0,0.444,0.8,1,0.6,1,,0.125,0.5,1,0,0,0.125,0,0,0,,jonesma05
223,Ricky Council IV,23,PHI,SF,73,12,1250,0.382,15.2,0.54,0.24,0.197,0.089,0.015,0.46,0.488,0.631,0.352,0.439,0.286,0.258,0.516,0.927,0.071,31,0.183,0.41,4,0,,councri01
146,Bradley Beal,31,PHO,SG,53,38,1702,0.497,15.2,0.62,0.159,0.199,0.143,0.12,0.38,0.565,0.764,0.536,0.505,0.422,0.386,0.519,0.873,0.024,16,0.303,0.413,0,0,,bealbr01
266,Alex Caruso,30,OKC,SG,54,3,1041,0.446,15.2,0.459,0.287,0.124,0.025,0.022,0.541,0.556,0.656,0.41,0.5,0.143,0.353,0.688,0.933,0.029,9,0.365,0.419,0,0,6MOY-8,carusal01
555,Skal Labissière,28,SAC,PF,4,0,12,0.5,15.2,0.75,0,0.25,0.5,0,0.25,0.333,,0,0.5,,1,1,1,0,0,0,,0,0,,labissk01
96,Norman Powell,31,LAC,SG,60,60,1958,0.484,15.3,0.547,0.184,0.236,0.086,0.041,0.453,0.538,0.718,0.453,0.42,0.462,0.418,0.601,0.793,0.019,16,0.145,0.419,3,0,,powelno01
240,Cody Martin,29,2TM,SF,53,8,1173,0.418,15.3,0.535,0.228,0.135,0.108,0.065,0.465,0.534,0.743,0.432,0.343,0.333,0.285,0.591,0.953,0.052,14,0.517,0.282,0,0,,martico01
410,Johnny Furphy,20,IND,SG,50,0,379,0.38,15.3,0.457,0.261,0.174,0,0.022,0.543,0.476,0.667,0.25,,0,0.3,0.85,0.933,0.098,8,0.44,0.364,0,0,,furphjo01
6,DeMar DeRozan,35,SAC,SF,77,77,2768,0.477,15.3,0.804,0.065,0.171,0.299,0.269,0.196,0.513,0.706,0.549,0.509,0.449,0.328,0.363,0.881,0.006,7,0.309,0.38,6,0,,derozde01
248,Kenrich Williams,30,OKC,PF,69,7,1132,0.483,15.3,0.517,0.234,0.175,0.056,0.051,0.483,0.574,0.735,0.5,0.3,0.389,0.386,0.6,1,0.017,6,0.263,0.422,0,0,,willike04
95,Tyrese Maxey,24,PHI,PG,52,52,1960,0.437,15.1,0.562,0.226,0.22,0.071,0.044,0.438,0.515,0.644,0.408,0.462,0.479,0.337,0.307,0.491,0.014,15,0.084,0.275,3,0,CPOY-10,maxeyty01
394,Malaki Branham,21,SAS,SG,47,0,427,0.458,15.3,0.558,0.184,0.195,0.126,0.053,0.442,0.5,0.8,0.351,0.333,0.4,0.405,0.509,0.941,0.026,4,0.19,0.438,0,0,,branhma01
480,Spencer Jones,23,DEN,SF,20,0,125,0.324,15.3,0.5,0.176,0.176,0.118,0.029,0.5,0.588,0.5,0.833,0.25,1,0.059,0.9,1,0.029,1,0.588,0,0,0,,jonessp01
452,Garrett Temple,38,TOR,SG,28,0,227,0.3,15.3,0.533,0.267,0.1,0.1,0.067,0.467,0.375,0.563,0.333,0,0.25,0.214,0.583,1,0.017,0,0.321,0.222,0,0,,templga01
548,Malevy Leons,25,OKC,SF,6,0,21,0,15.3,0.5,0,0.5,0,0,0.5,0,,0,,,0,,,0,0,1,0,0,0,,leonsma01
277,Jalen Smith,24,CHI,C,64,2,962,0.466,15.4,0.456,0.319,0.098,0.025,0.015,0.544,0.634,0.677,0.625,0.3,0.333,0.324,0.703,0.986,0.071,27,0.162,0.333,1,1,,smithja04
60,Naz Reid,25,MIN,C,80,17,2200,0.462,15.4,0.499,0.2,0.255,0.044,0,0.501,0.544,0.681,0.468,0.366,,0.379,0.641,0.92,0.034,25,0.227,0.39,2,0,6MOY-5,reidna01
373,Jamal Cain,25,NOP,SF,37,0,502,0.43,15.4,0.494,0.19,0.215,0.07,0.019,0.506,0.538,0.767,0.471,0.273,0,0.325,0.595,0.885,0.044,6,0.488,0.308,0,0,,cainja01
49,Kevin Durant,36,PHO,PF,62,62,2265,0.527,15.5,0.669,0.091,0.176,0.312,0.09,0.331,0.574,0.824,0.561,0.524,0.525,0.43,0.433,0.888,0.041,44,0.223,0.506,0,0,AS,duranke01
151,Santi Aldama,24,MEM,PF,65,16,1660,0.483,15.6,0.497,0.208,0.21,0.059,0.02,0.503,0.599,0.763,0.493,0.5,0.308,0.368,0.642,0.967,0.073,46,0.261,0.412,4,0,,aldamsa01
102,Keon Johnson,22,BRK,SG,79,56,1925,0.389,15.6,0.485,0.223,0.191,0.04,0.031,0.515,0.468,0.58,0.362,0.419,0.375,0.314,0.492,0.952,0.059,36,0.294,0.331,2,0,,johnske07
184,Jamal Shead,22,TOR,PG,75,11,1467,0.405,15.3,0.558,0.169,0.236,0.127,0.026,0.442,0.47,0.624,0.412,0.469,0,0.323,0.402,0.875,0.016,5,0.148,0.394,4,0,,sheadja01
403,Devin Carter,22,SAC,PG,36,0,396,0.37,15.6,0.52,0.15,0.268,0.079,0.016,0.48,0.439,0.579,0.412,0.4,0,0.295,0.345,0.778,0.063,8,0.23,0.214,0,0,,cartede02
429,Matisse Thybulle,27,POR,SG,15,5,312,0.477,15.6,0.455,0.148,0.295,0.011,0,0.545,0.525,0.769,0.423,0,,0.438,0.571,1,0.091,7,0.458,0.364,0,0,,thybuma01
88,Davion Mitchell,26,2TM,PG,74,37,2027,0.468,14.2,0.557,0.271,0.204,0.05,0.032,0.443,0.525,0.651,0.433,0.375,0.267,0.398,0.281,0.821,0,0,0.19,0.425,4,0,,mitchda01
340,Delon Wright,32,2TM,PG,40,7,635,0.344,15.6,0.443,0.244,0.153,0.038,0.008,0.557,0.431,0.563,0.25,0.2,1,0.274,0.44,1,0,0,0.26,0.421,0,0,,wrighde01
363,Jordan Goodwin,26,LAL,PG,29,5,543,0.438,15.6,0.528,0.146,0.215,0.118,0.049,0.472,0.487,0.571,0.484,0.412,0.429,0.382,0.459,0.962,0,0,0.456,0.419,0,0,,goodwjo01
197,Ty Jerome,27,CLE,SG,70,3,1392,0.516,15.6,0.591,0.121,0.275,0.168,0.026,0.409,0.57,0.56,0.571,0.577,0.563,0.439,0.332,0.64,0,0,0.146,0.459,2,0,6MOY-3,jeromty01
50,Shaedon Sharpe,21,POR,SG,72,52,2252,0.452,15.7,0.572,0.226,0.14,0.106,0.101,0.428,0.557,0.755,0.419,0.47,0.396,0.311,0.409,0.707,0.07,65,0.165,0.333,4,0,,sharpsh01
250,Aaron Nesmith,25,IND,SF,45,37,1123,0.507,15.7,0.485,0.203,0.172,0.084,0.026,0.515,0.587,0.714,0.538,0.469,0.3,0.431,0.769,0.964,0.042,11,0.369,0.472,0,0,,nesmiaa01
76,Dennis Schröder,31,3TM,PG,75,49,2105,0.406,16.7,0.551,0.129,0.197,0.135,0.089,0.449,0.458,0.636,0.38,0.491,0.324,0.342,0.244,0.756,0,0,0.092,0.471,4,0,,schrode01
40,Darius Garland,25,CLE,PG,75,75,2301,0.472,16.3,0.549,0.148,0.193,0.147,0.06,0.451,0.53,0.649,0.485,0.549,0.338,0.401,0.33,0.571,0.002,1,0.151,0.4,1,0,CPOY-6AS,garlada01
19,Michael Porter Jr.,26,DEN,SF,77,77,2593,0.504,15.9,0.533,0.228,0.156,0.053,0.095,0.467,0.599,0.762,0.53,0.536,0.36,0.395,0.74,0.922,0.096,88,0.125,0.508,8,0,,portemi01
17,Zach LaVine,29,2TM,SG,74,74,2602,0.511,15.9,0.562,0.242,0.131,0.07,0.119,0.438,0.562,0.723,0.488,0.442,0.386,0.446,0.495,0.544,0.06,68,0.17,0.473,0,0,,lavinza01
339,Maxi Kleber,33,DAL,PF,34,4,637,0.385,15.9,0.49,0.177,0.208,0.021,0.083,0.51,0.511,0.706,0.3,0.5,0.625,0.265,0.833,0.923,0.073,6,0.347,0.235,0,0,,klebima01
123,CJ McCollum,33,NOP,PG,56,56,1832,0.444,16.1,0.541,0.157,0.185,0.138,0.061,0.459,0.505,0.669,0.443,0.442,0.41,0.373,0.443,0.737,0.003,3,0.144,0.348,0,0,,mccolcj01
517,Cam Christie,19,LAC,SG,13,0,59,0.292,15.9,0.458,0.292,0.125,0,0.042,0.542,0.455,0.429,0.667,,0,0.154,0.6,1,0.083,1,0.154,0,0,0,,chrisca02
234,Kristaps Porziņģis,29,BOS,C,42,42,1210,0.483,16,0.564,0.174,0.23,0.11,0.051,0.436,0.537,0.76,0.492,0.365,0.345,0.412,0.77,0.981,0.106,54,0.068,0.353,0,0,,porzikr01
26,Brook Lopez,36,MIL,C,80,80,2546,0.509,16,0.518,0.229,0.151,0.109,0.03,0.482,0.636,0.78,0.59,0.464,0.391,0.373,0.745,0.986,0.071,52,0.097,0.583,0,0,,lopezbr01
194,Ryan Dunn,22,PHO,SF,74,44,1410,0.43,16,0.447,0.166,0.203,0.061,0.017,0.553,0.577,0.759,0.495,0.414,0.375,0.311,0.748,1,0.075,31,0.564,0.329,0,0,,dunnry01
