Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,ID
83,Malik Monk,26,SAC,SG,65,45,2054,0.439,16,0.544,0.145,0.242,0.106,0.051,0.456,0.534,0.632,0.524,0.47,0.438,0.325,0.443,0.82,0.036,29,0.121,0.442,2,0,,monkma01
174,Jerami Grant,30,POR,PF,47,47,1524,0.373,16,0.484,0.197,0.166,0.073,0.049,0.516,0.381,0.504,0.284,0.333,0.286,0.365,0.519,0.963,0.035,12,0.368,0.367,0,0,,grantje01
350,Brandon Ingram,27,NOP,SF,18,18,595,0.465,16,0.655,0.117,0.153,0.24,0.144,0.345,0.514,0.744,0.412,0.538,0.396,0.374,0.402,0.837,0.027,9,0.07,0.25,0,0,,ingrabr01
244,Justin Edwards,21,PHI,SF,44,26,1155,0.455,16,0.497,0.212,0.138,0.106,0.042,0.503,0.548,0.663,0.423,0.525,0.438,0.363,0.544,0.928,0.024,9,0.253,0.375,0,0,,edwarju01
351,Jared McCain,20,PHI,SG,23,8,592,0.46,16,0.515,0.193,0.179,0.106,0.036,0.485,0.532,0.642,0.429,0.448,0.7,0.383,0.32,0.804,0.007,2,0.203,0.333,0,0,ROY-7,mccaija01
468,MarJon Beauchamp,24,3TM,SF,35,0,156,0.415,16,0.554,0.215,0.138,0.031,0.169,0.446,0.472,0.786,0.222,0.5,0.273,0.345,0.294,0.7,0.046,2,0.345,0.3,0,0,,beaucma01
330,Sandro Mamukelashvili,25,SAS,PF,61,0,681,0.502,16.1,0.427,0.256,0.146,0.025,0,0.573,0.675,0.792,0.488,0.571,,0.373,0.667,1,0.103,25,0.211,0.265,1,0,,mamuksa01
243,Nikola Jović,21,MIA,PF,46,10,1156,0.456,16.1,0.443,0.183,0.21,0.034,0.016,0.557,0.563,0.739,0.468,0.231,0.5,0.371,0.649,0.949,0.016,5,0.348,0.479,0,0,,jovicni01
7,Trae Young,26,ATL,PG,76,76,2739,0.411,17.3,0.533,0.124,0.219,0.134,0.057,0.467,0.474,0.544,0.468,0.467,0.359,0.34,0.287,0.294,0.001,0,0.078,0.44,6,1,CPOY-4AS,youngtr01
508,Chris Duarte,27,CHI,SG,17,0,74,0.462,16.1,0.423,0.269,0.154,0,0,0.577,0.545,0.571,0.5,,,0.4,0.667,0.667,0,0,0.067,1,0,0,,duartch01
357,Monte Morris,29,PHO,PG,45,0,571,0.426,16.1,0.559,0.056,0.262,0.144,0.097,0.441,0.477,0.909,0.431,0.393,0.474,0.36,0.462,0.903,0,0,0.465,0.375,0,0,,morrimo01
61,Myles Turner,28,IND,C,72,72,2174,0.481,16.2,0.514,0.175,0.206,0.073,0.06,0.486,0.561,0.746,0.425,0.559,0.49,0.396,0.846,0.981,0.09,59,0.14,0.491,0,0,,turnemy01
169,Ziaire Williams,23,BRK,SF,63,45,1541,0.412,16.2,0.419,0.242,0.135,0.027,0.015,0.581,0.509,0.659,0.3,0.429,0.125,0.341,0.631,0.981,0.092,38,0.411,0.315,2,0,,willizi02
137,Amir Coffey,27,LAC,SG,72,13,1748,0.471,16.2,0.516,0.159,0.169,0.124,0.065,0.484,0.529,0.704,0.419,0.476,0.485,0.409,0.683,0.97,0.063,28,0.368,0.462,0,0,,coffeam01
144,Jabari Smith Jr.,21,HOU,PF,57,39,1716,0.438,16.2,0.511,0.173,0.145,0.145,0.048,0.489,0.519,0.704,0.427,0.5,0.185,0.354,0.567,0.969,0.057,28,0.235,0.354,0,0,,smithja05
90,Quentin Grimes,24,2TM,SG,75,37,2013,0.467,16.2,0.488,0.232,0.113,0.077,0.067,0.512,0.552,0.728,0.409,0.397,0.364,0.385,0.441,0.79,0.033,26,0.233,0.49,0,0,,grimequ01
4,Devin Booker,28,PHO,SG,75,75,2795,0.461,16.2,0.612,0.109,0.175,0.206,0.123,0.388,0.542,0.69,0.492,0.531,0.5,0.332,0.431,0.716,0.013,14,0.123,0.338,0,0,,bookede01
393,Trevelin Queen,27,ORL,SG,31,2,430,0.381,16.2,0.476,0.238,0.19,0.027,0.02,0.524,0.486,0.6,0.393,0.25,0.333,0.286,0.588,0.818,0.088,11,0.234,0.444,4,0,,queentr01
286,Jaden Hardy,22,DAL,SG,57,3,907,0.435,16.2,0.524,0.162,0.157,0.157,0.048,0.476,0.479,0.657,0.354,0.508,0.2,0.386,0.346,0.829,0.027,8,0.239,0.404,1,0,,hardyja02
132,Luka Dončić,25,2TM,PG,50,50,1769,0.45,17.4,0.531,0.104,0.193,0.167,0.066,0.469,0.522,0.748,0.535,0.45,0.309,0.368,0.261,0.441,0.001,1,0.046,0.364,2,0,,doncilu01
467,Killian Hayes,23,BRK,PG,6,5,162,0.419,16.2,0.512,0.14,0.186,0.163,0.023,0.488,0.455,0.667,0.375,0.429,0,0.381,0.4,1,0,0,0.143,0.333,0,0,,hayeski01
10,Jalen Green,22,HOU,SG,82,82,2697,0.423,16.3,0.54,0.191,0.175,0.058,0.116,0.46,0.482,0.664,0.418,0.298,0.371,0.354,0.262,0.538,0.046,54,0.107,0.366,0,0,,greenja05
164,Gradey Dick,21,TOR,SG,54,54,1587,0.41,16.3,0.496,0.207,0.13,0.11,0.049,0.504,0.47,0.582,0.31,0.493,0.375,0.35,0.795,0.947,0.034,18,0.261,0.341,1,0,,dickgr01
257,DaQuan Jeffries,27,CHO,SG,47,20,1071,0.405,16.3,0.436,0.175,0.206,0.024,0.031,0.564,0.496,0.627,0.4,0.286,0.556,0.335,0.73,0.964,0.1,15,0.457,0.373,1,0,,jeffrda01
316,Gui Santos,22,GSW,PF,56,2,762,0.458,16.3,0.425,0.19,0.218,0.011,0.006,0.575,0.632,0.794,0.487,0.5,1,0.33,0.792,0.971,0.039,6,0.34,0.371,1,0,,santogu01
260,Cody Williams,20,UTA,SG,50,21,1060,0.323,16.3,0.475,0.105,0.265,0.07,0.035,0.525,0.393,0.593,0.397,0.222,0.111,0.259,0.563,1,0.035,5,0.57,0.26,0,0,,willico04
397,David Roddy,23,3TM,PF,33,3,410,0.456,16.3,0.512,0.216,0.264,0.032,0,0.488,0.594,0.667,0.545,0.5,,0.311,0.737,0.842,0.016,2,0.262,0.438,0,0,,roddyda01
70,Spencer Dinwiddie,31,DAL,PG,79,30,2136,0.416,15.9,0.522,0.136,0.252,0.106,0.028,0.478,0.492,0.645,0.419,0.458,0.526,0.334,0.211,0.55,0.012,4,0.184,0.417,0,0,,dinwisp01
311,Cam Thomas,23,BRK,SG,25,23,781,0.438,16.3,0.57,0.141,0.183,0.154,0.093,0.43,0.506,0.625,0.434,0.471,0.524,0.349,0.473,0.544,0,0,0.123,0.25,1,0,,thomaca02
237,Jarace Walker,21,IND,PF,75,5,1187,0.472,16.4,0.486,0.183,0.192,0.067,0.044,0.514,0.543,0.606,0.478,0.708,0.313,0.405,0.705,0.893,0.081,25,0.227,0.405,1,0,,walkeja02
124,Haywood Highsmith,28,MIA,SF,74,42,1818,0.458,16.4,0.404,0.205,0.159,0.036,0.005,0.596,0.57,0.688,0.484,0.357,0,0.382,0.667,0.978,0.049,19,0.459,0.439,0,0,,highsha01
334,Antonio Reeves,24,NOP,SG,44,6,660,0.456,16.4,0.48,0.19,0.157,0.101,0.032,0.52,0.521,0.617,0.513,0.44,0.25,0.395,0.726,0.863,0.02,4,0.349,0.311,1,0,,reevean01
478,Vlatko Čančar,27,DEN,PF,13,0,136,0.385,16.4,0.423,0.231,0.192,0,0,0.577,0.545,0.333,0.8,,,0.267,0.667,1,0.077,2,0.267,0.5,0,0,,cancavl01
491,Jaylen Sims,26,CHO,SG,6,0,112,0.429,16.4,0.464,0.143,0.286,0.036,0,0.536,0.462,1,0.25,0,,0.4,0.667,0.833,0.036,1,0.2,0.333,0,0,,simsja01
520,Jazian Gortman,21,DAL,PG,16,0,57,0.391,16.4,0.522,0.087,0.217,0.174,0.043,0.478,0.417,1,0.2,0.25,1,0.364,0.2,0.75,0,0,0.455,0.4,0,0,,gortmja01
141,De'Andre Hunter,27,2TM,SF,64,9,1740,0.47,16.5,0.491,0.15,0.192,0.1,0.05,0.509,0.537,0.649,0.473,0.487,0.553,0.405,0.637,0.911,0.039,26,0.281,0.367,2,0,6MOY-4,huntede01
522,Jackson Rowe,28,GSW,PF,6,0,52,0.471,16.5,0.412,0.176,0.235,0,0,0.588,0.714,1,0.5,,,0.3,1,1,0,0,0.3,0.333,0,0,,roweja01
116,Trey Murphy III,24,NOP,SF,53,51,1854,0.454,16.6,0.478,0.217,0.178,0.054,0.03,0.522,0.556,0.725,0.43,0.378,0.4,0.361,0.691,0.848,0.093,73,0.155,0.441,1,0,,murphtr02
166,Patrick Williams,23,CHI,PF,63,36,1576,0.397,16.6,0.473,0.211,0.161,0.052,0.048,0.527,0.447,0.541,0.373,0.444,0.28,0.353,0.569,0.938,0.048,18,0.217,0.39,0,0,,willipa01
399,Ousmane Dieng,21,OKC,C,37,1,405,0.432,16.6,0.432,0.232,0.12,0.048,0.032,0.568,0.574,0.655,0.467,0.5,0.5,0.324,0.742,0.913,0.136,16,0.31,0.318,0,0,,diengou01
31,Coby White,24,CHI,SG,74,73,2450,0.453,16.6,0.479,0.224,0.153,0.06,0.043,0.521,0.544,0.669,0.456,0.507,0.25,0.37,0.336,0.759,0.01,8,0.135,0.38,8,0,,whiteco01
415,Jaden Springer,22,2TM,PG,43,2,365,0.389,16.6,0.467,0.144,0.256,0.056,0.011,0.533,0.548,0.846,0.435,0.4,0,0.25,0.522,0.917,0.033,3,0.458,0.182,1,0,,sprinja01
278,Jordan Clarkson,32,UTA,SG,37,9,962,0.408,16.6,0.529,0.073,0.302,0.12,0.034,0.471,0.448,0.667,0.389,0.492,0.353,0.362,0.282,0.69,0.006,3,0.103,0.5,3,0,,clarkjo01
463,Bronny James,20,LAL,SG,27,1,181,0.313,16.6,0.522,0.09,0.239,0.149,0.045,0.478,0.343,0.667,0.313,0.2,0.333,0.281,0.5,0.778,0.015,1,0.25,0.25,0,0,,jamesbr02
8,Tyler Herro,25,MIA,SG,77,77,2725,0.472,16.7,0.514,0.137,0.213,0.126,0.038,0.486,0.565,0.698,0.515,0.529,0.481,0.375,0.378,0.753,0.008,10,0.118,0.456,2,0,AS,herroty01
154,Terry Rozier,30,MIA,PG,64,23,1658,0.391,15.7,0.515,0.173,0.216,0.072,0.054,0.485,0.48,0.6,0.394,0.435,0.5,0.295,0.459,0.802,0.002,1,0.412,0.268,4,0,,roziete01
108,Josh Green,24,CHO,SG,68,67,1887,0.428,16.8,0.411,0.185,0.128,0.064,0.033,0.589,0.48,0.615,0.407,0.296,0.357,0.391,0.614,0.979,0.04,17,0.609,0.411,1,0,,greenjo02
426,Jalen Hood-Schifino,21,2TM,SG,15,0,315,0.378,16.8,0.531,0.071,0.133,0.194,0.133,0.469,0.442,0.571,0.308,0.526,0.385,0.304,0.304,0.571,0,0,0.109,0.6,0,0,,hoodsja01
487,Trey Alexander,21,DEN,SG,24,0,117,0.317,16.8,0.585,0.073,0.195,0.171,0.146,0.415,0.417,0.333,0.375,0.571,0.333,0.176,0.6,1,0,0,0.235,0.5,0,0,,alexatr01
3,Anthony Edwards,23,MIN,SG,79,79,2871,0.447,16.9,0.497,0.176,0.158,0.084,0.08,0.503,0.501,0.678,0.453,0.341,0.372,0.395,0.384,0.475,0.039,54,0.107,0.414,10,0,MVP-7CPOY-3ASNBA2,edwaran01
72,Max Christie,21,2TM,SG,78,36,2127,0.427,16.9,0.468,0.144,0.18,0.073,0.071,0.532,0.496,0.8,0.396,0.279,0.357,0.366,0.606,0.957,0.053,25,0.366,0.383,2,0,,chrisma02
377,Vince Williams Jr.,24,MEM,SG,27,5,499,0.401,16.9,0.431,0.144,0.21,0.066,0.012,0.569,0.569,0.625,0.543,0.545,0.5,0.274,0.61,0.923,0.012,1,0.284,0.37,1,0,,willivi01
86,Jalen Wilson,24,BRK,PF,79,22,2031,0.397,16.9,0.416,0.165,0.216,0.023,0.013,0.584,0.481,0.608,0.41,0.286,0.375,0.337,0.597,1,0.002,0,0.29,0.352,1,0,,wilsoja03
172,Victor Wembanyama,21,SAS,C,46,46,1527,0.476,17,0.53,0.208,0.13,0.095,0.098,0.47,0.586,0.809,0.468,0.432,0.417,0.352,0.703,0.859,0.114,91,0.065,0.346,6,0,AS,wembavi01
156,Moses Moody,22,GSW,SG,74,34,1649,0.433,17,0.407,0.137,0.201,0.055,0.014,0.593,0.519,0.718,0.509,0.194,0,0.374,0.667,0.968,0.033,17,0.368,0.435,0,0,,moodymo01
54,Donovan Mitchell,28,CLE,SG,71,71,2232,0.443,17,0.52,0.156,0.183,0.084,0.098,0.48,0.512,0.607,0.531,0.441,0.388,0.368,0.222,0.541,0.014,16,0.096,0.475,3,0,MVP-5CPOY-9ASNBA1,mitchdo01
509,Daeqwon Plowden,26,ATL,SG,6,0,72,0.64,17,0.32,0.28,0.04,0,0,0.68,0.875,0.857,1,,,0.529,0.857,1,0.12,3,0.353,0.333,0,0,,plowdda01
474,Damion Lee,32,PHO,SG,25,0,144,0.365,17,0.5,0.081,0.23,0.149,0.041,0.5,0.486,0.833,0.353,0.636,0,0.243,0.667,0.889,0,0,0.351,0.308,0,0,,leeda03
308,Vasilije Micić,31,2TM,PG,41,16,785,0.348,17,0.542,0.154,0.161,0.095,0.132,0.458,0.338,0.571,0.205,0.192,0.333,0.36,0.34,0.533,0,0,0.032,0.25,0,0,,micicva01
14,Jayson Tatum,26,BOS,PF,72,72,2624,0.452,17.1,0.503,0.182,0.149,0.089,0.083,0.497,0.559,0.782,0.479,0.359,0.43,0.343,0.35,0.46,0.059,79,0.059,0.419,0,0,MVP-4CPOY-10ASNBA1,tatumja01
23,Austin Reaves,26,LAL,SG,73,73,2550,0.46,17.1,0.488,0.142,0.211,0.107,0.028,0.512,0.547,0.748,0.484,0.45,0.379,0.377,0.44,0.72,0.007,7,0.122,0.446,7,0,,reaveau01
296,Khris Middleton,33,2TM,SF,37,21,843,0.475,17.1,0.605,0.074,0.193,0.196,0.142,0.395,0.549,0.6,0.6,0.47,0.563,0.361,0.402,0.75,0.003,1,0.165,0.318,1,0,,middlkh01
564,Isaiah Stevens,24,MIA,PG,3,0,6,0,17.1,0.5,0,0.5,0,0,0.5,0,,0,,,0,,,0,0,0,,0,0,,steveis01
16,Keegan Murray,24,SAC,PF,76,76,2610,0.444,17.2,0.452,0.144,0.195,0.078,0.035,0.548,0.566,0.831,0.469,0.359,0.483,0.343,0.652,0.987,0.087,66,0.29,0.385,1,0,,murrake02
92,Devin Vassell,24,SAS,SG,64,53,1983,0.443,17.2,0.517,0.139,0.105,0.175,0.098,0.483,0.513,0.677,0.419,0.474,0.448,0.368,0.547,0.861,0.046,35,0.228,0.439,1,0,,vassede01
129,Cameron Johnson,28,BRK,PF,57,57,1800,0.475,17.2,0.454,0.191,0.119,0.082,0.062,0.546,0.578,0.783,0.449,0.41,0.413,0.39,0.556,0.906,0.035,24,0.213,0.448,0,0,,johnsca02
198,Julian Strawther,22,DEN,SG,65,4,1384,0.432,17.2,0.447,0.142,0.191,0.097,0.016,0.553,0.535,0.681,0.473,0.489,0.25,0.349,0.724,0.894,0.012,6,0.138,0.541,0,0,,strawju01
483,Tyler Smith,20,MIL,PF,23,0,122,0.48,17.2,0.4,0.22,0.1,0.04,0.04,0.6,0.55,0.636,0.6,0,0.5,0.433,0.818,0.923,0.08,4,0.3,0.333,0,0,,smithty02
143,Brandin Podziemski,21,GSW,SG,64,33,1716,0.445,17.2,0.509,0.111,0.2,0.135,0.062,0.491,0.516,0.671,0.508,0.482,0.333,0.372,0.552,0.843,0.002,0,0.172,0.396,4,0,,podzibr01
431,Tyler Kolek,23,NYK,PG,41,0,296,0.329,17.2,0.427,0.159,0.195,0.061,0.012,0.573,0.371,0.462,0.25,0.4,1,0.298,0.231,1,0,0,0.234,0.364,1,0,,kolekty01
450,Xavier Tillman Sr.,26,BOS,C,33,2,231,0.245,17.2,0.396,0.094,0.264,0.038,0,0.604,0.381,0.8,0.214,0.5,,0.156,0.375,1,0,0,0.344,0.091,0,0,,tillmxa01
182,Lauri Markkanen,27,UTA,PF,47,47,1476,0.423,17.3,0.43,0.15,0.204,0.044,0.031,0.57,0.525,0.638,0.51,0.355,0.318,0.346,0.658,1,0.104,61,0.18,0.417,1,0,,markkla01
37,Dillon Brooks,29,HOU,SF,75,75,2388,0.429,17.3,0.476,0.127,0.155,0.135,0.058,0.524,0.465,0.544,0.475,0.372,0.481,0.397,0.444,0.962,0.019,15,0.23,0.38,1,0,,brookdi01
390,Bol Bol,25,PHO,PF,36,10,448,0.525,17.3,0.492,0.098,0.158,0.153,0.082,0.508,0.711,0.833,0.759,0.679,0.533,0.344,0.844,1,0.055,10,0.548,0.353,0,0,,bolbo01
270,Jalen Suggs,23,ORL,PG,35,35,1002,0.41,17.7,0.497,0.141,0.164,0.129,0.062,0.503,0.506,0.765,0.43,0.387,0.367,0.314,0.223,0.763,0.008,4,0.145,0.429,4,0,,suggsja01
282,Immanuel Quickley,25,TOR,PG,33,33,918,0.42,17.3,0.486,0.103,0.235,0.112,0.037,0.514,0.465,0.578,0.437,0.429,0.438,0.378,0.384,0.741,0.002,1,0.107,0.375,1,0,,quickim01
442,Kevin Love,36,MIA,PF,23,9,251,0.357,17.3,0.417,0.191,0.157,0.043,0.026,0.583,0.354,0.318,0.389,0.4,0.333,0.358,0.471,0.917,0,0,0.209,0.357,1,0,,loveke01
131,Kris Dunn,30,LAC,PG,74,58,1783,0.439,15.7,0.487,0.13,0.275,0.064,0.018,0.513,0.549,0.719,0.492,0.536,0.25,0.335,0.556,0.933,0.016,7,0.478,0.318,1,0,,dunnkr01
84,Jaylen Wells,21,MEM,SG,79,74,2043,0.425,17.4,0.42,0.142,0.163,0.059,0.056,0.58,0.525,0.729,0.382,0.625,0.316,0.352,0.658,0.906,0.036,20,0.38,0.369,0,0,ROY-3,wellsja01
529,Bobi Klintman,21,DET,SF,8,0,42,0.6,17.4,0.5,0.2,0.1,0.1,0.1,0.5,0.8,1,1,0,1,0.4,0.75,1,0.1,1,0.4,0.5,0,0,,klintbo01
5,James Harden,35,LAC,PG,79,79,2789,0.41,17.3,0.484,0.106,0.232,0.122,0.024,0.516,0.472,0.657,0.422,0.405,0.484,0.352,0.176,0.37,0.003,4,0.042,0.429,0,0,MVP-10ASNBA3,hardeja01
331,Marcus Smart,30,2TM,PG,34,7,680,0.393,17.4,0.451,0.074,0.28,0.066,0.031,0.549,0.448,0.579,0.403,0.412,0.625,0.348,0.385,0.837,0.004,0,0.27,0.342,3,0,,smartma01
486,TyTy Washington Jr.,23,PHO,PG,16,0,118,0.311,17.4,0.533,0.022,0.2,0.289,0.022,0.467,0.417,1,0.444,0.385,0,0.19,0.7,0.75,0,0,0.333,0.143,0,0,,washity02
80,Nickeil Alexander-Walker,26,MIN,SG,82,10,2073,0.438,17.5,0.399,0.166,0.14,0.063,0.031,0.601,0.524,0.667,0.43,0.359,0.526,0.381,0.612,0.986,0.019,8,0.335,0.468,4,0,6MOY-6,alexani01
160,Corey Kispert,25,WAS,SF,61,0,1602,0.451,17.5,0.416,0.189,0.182,0.039,0.005,0.584,0.574,0.729,0.466,0.409,0,0.364,0.793,0.942,0.012,7,0.164,0.37,5,0,,kispeco01
383,Duop Reath,28,POR,C,46,0,469,0.422,17.5,0.361,0.229,0.108,0.018,0.006,0.639,0.6,0.763,0.333,0.333,0,0.321,0.472,0.971,0.03,5,0.226,0.333,0,0,,reathdu01
303,Marcus Sasser,24,DET,PG,57,1,811,0.463,17.5,0.486,0.128,0.155,0.118,0.084,0.514,0.549,0.789,0.435,0.514,0.44,0.382,0.418,0.586,0,0,0.151,0.391,0,0,,sassema01
206,Trey Lyles,29,SAC,PF,69,5,1349,0.42,17.6,0.364,0.171,0.152,0.029,0.011,0.636,0.559,0.688,0.404,0.636,0.5,0.34,0.789,1,0.078,27,0.311,0.378,0,0,,lylestr01
178,LaMelo Ball,23,CHO,PG,47,47,1505,0.405,17.8,0.474,0.138,0.208,0.093,0.035,0.526,0.478,0.601,0.426,0.452,0.371,0.339,0.233,0.62,0.005,4,0.089,0.319,7,0,,ballla01
224,Tidjane Salaün,19,CHO,PF,60,10,1244,0.33,17.6,0.406,0.191,0.157,0.038,0.02,0.594,0.4,0.606,0.222,0.077,0.429,0.283,0.643,0.879,0.038,11,0.21,0.326,0,0,,salauti01
401,Hunter Tyson,24,DEN,PF,51,2,400,0.375,17.6,0.383,0.175,0.142,0.025,0.042,0.617,0.478,0.714,0.235,0.667,0.2,0.311,0.682,0.913,0.067,6,0.284,0.286,0,0,,tysonhu01
558,Mac McClung,26,ORL,SG,2,0,10,0,17.6,0.5,0,0.5,0,0,0.5,0,,0,,,0,,,0,0,0,,0,0,,mccluma01
228,Simone Fontecchio,29,DET,SF,75,0,1237,0.402,17.7,0.391,0.164,0.15,0.032,0.046,0.609,0.507,0.623,0.429,0.5,0.353,0.335,0.649,1,0.035,11,0.361,0.28,2,0,,fontesi01
77,Damian Lillard,34,MIL,PG,58,58,2093,0.448,18.5,0.472,0.169,0.113,0.071,0.119,0.528,0.528,0.655,0.393,0.486,0.5,0.376,0.158,0.574,0.005,5,0.078,0.39,4,0,AS,lillada01
400,Jordan Walsh,20,BOS,PF,52,1,403,0.361,17.7,0.337,0.193,0.145,0,0,0.663,0.536,0.688,0.333,,,0.273,0.467,1,0.084,4,0.418,0.217,0,0,,walshjo01
501,Stanley Umude,25,MIL,SG,22,0,86,0.192,17.7,0.423,0.115,0.154,0.154,0,0.577,0.182,0.667,0,0,,0.2,0.5,1,0.038,1,0.6,0.222,0,0,,umudest01
104,Jrue Holiday,34,BOS,PG,62,62,1896,0.443,16.2,0.466,0.164,0.209,0.07,0.023,0.534,0.547,0.723,0.458,0.45,0.385,0.353,0.493,0.861,0.003,1,0.314,0.302,0,0,,holidjr01
498,JD Davison,22,BOS,PG,16,0,93,0.353,17.8,0.471,0.176,0.088,0.176,0.029,0.529,0.5,0.667,0.667,0.333,0,0.222,0.25,0.75,0.059,2,0.167,0.333,0,0,,davisjd01
28,Bub Carrington,19,WAS,PG,82,57,2458,0.401,19.1,0.456,0.102,0.114,0.102,0.139,0.544,0.475,0.553,0.353,0.553,0.462,0.339,0.481,0.667,0.027,18,0.135,0.327,1,0,,carrica01
321,Jay Huff,26,MEM,C,64,2,748,0.515,17.9,0.344,0.223,0.089,0.013,0.02,0.656,0.724,0.838,0.667,0.25,0,0.405,0.842,0.988,0.177,47,0.25,0.36,0,0,,huffja01
42,Anfernee Simons,25,POR,SG,70,70,2292,0.426,17.9,0.473,0.124,0.181,0.108,0.059,0.527,0.496,0.636,0.446,0.369,0.591,0.363,0.186,0.609,0.014,15,0.093,0.327,5,0,,simonan01
380,Grant Williams,26,CHO,PF,16,7,479,0.439,17.9,0.398,0.154,0.154,0.057,0.033,0.602,0.551,0.737,0.579,0.143,0.25,0.365,0.815,1,0.024,3,0.203,0.267,0,0,,willigr01
75,Keyonte George,21,UTA,PG,67,35,2109,0.391,17.6,0.448,0.073,0.242,0.098,0.036,0.552,0.449,0.627,0.428,0.4,0.364,0.343,0.427,0.649,0.015,11,0.136,0.493,0,0,,georgke01
209,Paul George,34,PHI,PF,41,41,1334,0.43,18,0.53,0.105,0.125,0.14,0.16,0.47,0.493,0.75,0.408,0.525,0.363,0.358,0.282,0.656,0.021,8,0.175,0.277,1,0,,georgpa01
64,Taurean Prince,30,MIL,SF,80,73,2166,0.457,18,0.348,0.16,0.119,0.058,0.012,0.652,0.492,0.646,0.361,0.333,0.5,0.439,0.773,0.986,0.018,8,0.507,0.453,2,0,,princta02
213,Tyrese Martin,25,BRK,SG,60,11,1315,0.406,18,0.394,0.127,0.176,0.073,0.017,0.606,0.492,0.746,0.354,0.412,0.375,0.351,0.522,0.939,0.013,6,0.305,0.384,2,0,,martity01
374,Keaton Wallace,25,ATL,PG,31,5,501,0.401,18,0.494,0.08,0.154,0.191,0.068,0.506,0.475,0.538,0.6,0.419,0.273,0.329,0.289,0.815,0.025,4,0.122,0.4,1,0,,wallake01
360,John Konchar,28,MEM,SG,46,4,558,0.451,18,0.319,0.22,0.066,0.033,0,0.681,0.621,0.7,0.5,0.333,,0.371,0.667,1,0.011,1,0.5,0.387,1,0,,konchjo01
179,Dalton Knecht,23,LAL,SF,78,16,1494,0.461,18.1,0.39,0.162,0.12,0.075,0.032,0.61,0.594,0.789,0.448,0.5,0.389,0.376,0.744,0.922,0.095,45,0.268,0.407,2,0,,knechda01
147,Georges Niang,31,2TM,PF,79,3,1697,0.461,18.1,0.34,0.139,0.158,0.035,0.008,0.66,0.569,0.64,0.571,0.364,0.2,0.406,0.833,0.988,0,0,0.377,0.409,0,0,,niangge01
