Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,ID
484,De'Anthony Melton,26,GSW,SG,6,2,121,0.407,18.2,0.352,0.13,0.185,0.037,0,0.648,0.474,0.286,0.7,0,,0.371,0.444,0.923,0.037,2,0.114,0.75,0,0,,meltode01
445,Branden Carlson,25,OKC,C,32,0,246,0.443,18.3,0.32,0.186,0.124,0,0.01,0.68,0.677,0.778,0.583,,0,0.333,0.524,1,0.124,10,0.273,0.333,0,0,,carlsbr01
30,Tyrese Haliburton,24,IND,PG,73,73,2451,0.473,19.3,0.441,0.101,0.14,0.107,0.092,0.559,0.581,0.725,0.582,0.546,0.462,0.388,0.391,0.528,0.024,22,0.073,0.439,9,0,NBA3,halibty01
230,Ben Sheppard,23,IND,SG,63,9,1228,0.418,18.3,0.307,0.164,0.105,0.024,0.014,0.693,0.591,0.702,0.433,0.571,0.5,0.342,0.731,0.985,0.007,2,0.578,0.339,0,0,,sheppbe01
386,Collin Gillespie,25,PHO,PG,33,9,461,0.43,18.3,0.43,0.101,0.19,0.101,0.038,0.57,0.426,0.5,0.4,0.313,0.667,0.433,0.276,0.795,0,0,0.189,0.529,2,0,,gilleco01
406,Reggie Jackson,34,PHI,PG,31,1,384,0.391,18.3,0.444,0.128,0.158,0.083,0.075,0.556,0.458,0.647,0.524,0.273,0.2,0.338,0.444,0.8,0,0,0.189,0.429,1,0,,jacksre01
181,D'Angelo Russell,28,2TM,PG,58,36,1480,0.39,18.4,0.436,0.1,0.176,0.121,0.039,0.564,0.489,0.703,0.491,0.377,0.28,0.314,0.449,0.584,0.002,0,0.089,0.281,2,0,,russeda01
162,Miles McBride,24,NYK,PG,64,10,1593,0.406,18.3,0.43,0.141,0.101,0.11,0.079,0.57,0.455,0.494,0.327,0.55,0.419,0.369,0.393,0.809,0.026,10,0.276,0.395,3,0,,mcbrimi01
492,Pacome Dadiet,19,NYK,SG,18,0,111,0.323,18.4,0.387,0.129,0.097,0.032,0.129,0.613,0.333,0.5,0,0,0.5,0.316,1,1,0,0,0.421,0.125,0,0,,dadiepa01
404,Jeff Green,38,HOU,PF,32,3,396,0.504,18.5,0.347,0.124,0.099,0.091,0.033,0.653,0.762,0.8,0.75,0.636,1,0.367,0.531,0.966,0.074,9,0.506,0.4,0,0,,greenje02
328,Quinten Post,24,GSW,PF,42,14,686,0.449,18.5,0.347,0.128,0.182,0.015,0.022,0.653,0.526,0.543,0.5,0.75,0.5,0.408,0.82,1,0.033,7,0.268,0.417,1,0,,postqu01
256,Cameron Payne,30,NYK,PG,72,5,1090,0.401,17.8,0.426,0.128,0.209,0.065,0.025,0.574,0.453,0.526,0.441,0.379,0.364,0.363,0.302,0.645,0,0,0.094,0.375,0,0,,payneca01
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,0.391,18.5,0.461,0.069,0.174,0.158,0.06,0.539,0.45,0.59,0.404,0.467,0.382,0.34,0.381,0.817,0.004,2,0.193,0.356,1,0,,smithni01
544,Daniss Jenkins,23,DET,PG,7,0,23,0.3,18.5,0.3,0.3,0,0,0,0.7,0.667,0.667,,,,0.143,0,0,0,0,0.143,0,0,0,,jenkida01
471,Josh Richardson,31,MIA,SG,8,0,150,0.289,18.5,0.421,0.105,0.184,0.026,0.105,0.579,0.313,0.5,0.286,0,0.25,0.273,1,1,0,0,0.227,0.2,0,0,,richajo01
512,Matt Ryan,27,NYK,SF,19,0,68,0.323,18.6,0.387,0.097,0.129,0.097,0.065,0.613,0.333,1,0.25,0,0,0.316,1,1,0,0,0.421,0.25,0,0,,ryanma01
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,0.459,18.7,0.379,0.075,0.172,0.11,0.022,0.621,0.52,0.711,0.495,0.455,0.385,0.422,0.585,0.86,0.008,5,0.306,0.509,1,0,,sensabr01
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,0.427,18.7,0.413,0.11,0.128,0.12,0.055,0.587,0.517,0.574,0.476,0.525,0.481,0.363,0.524,0.848,0.002,1,0.208,0.367,1,0,,bogdabo01
125,Dorian Finney-Smith,31,2TM,PF,63,40,1818,0.448,18.8,0.278,0.182,0.074,0.018,0.005,0.722,0.545,0.62,0.375,0.5,0.5,0.411,0.697,0.992,0.037,14,0.382,0.45,1,0,,finnedo01
325,Micah Potter,26,UTA,C,38,10,705,0.422,18.8,0.274,0.156,0.096,0.015,0.007,0.726,0.703,0.81,0.538,0.5,1,0.316,0.654,1,0.111,13,0.571,0.321,0,0,,pottemi01
91,Jordan Poole,25,WAS,SG,68,68,2001,0.432,18.8,0.412,0.166,0.156,0.056,0.034,0.588,0.51,0.703,0.412,0.271,0.417,0.378,0.347,0.574,0.01,10,0.087,0.333,3,0,,poolejo01
150,Kevin Huerter,26,2TM,SG,69,31,1679,0.425,18.8,0.353,0.134,0.151,0.04,0.028,0.647,0.587,0.765,0.505,0.458,0.353,0.338,0.76,0.932,0.015,8,0.23,0.389,1,0,,huertke01
506,Taylor Hendricks,21,UTA,PF,3,3,75,0.222,18.8,0.333,0.056,0.167,0.111,0,0.667,0.167,0,0.333,0,,0.25,1,1,0.056,1,0.583,0.429,0,0,,hendrta01
332,Jalen Pickett,25,DEN,SG,49,4,666,0.428,18.8,0.439,0.072,0.133,0.133,0.1,0.561,0.468,0.692,0.625,0.292,0.333,0.396,0.432,0.725,0,0,0.356,0.472,1,0,,pickeja02
259,Seth Curry,34,CHO,SG,68,14,1062,0.478,18.8,0.469,0.067,0.117,0.122,0.163,0.531,0.503,0.826,0.35,0.429,0.536,0.456,0.593,0.843,0,0,0.297,0.537,0,0,,curryse01
280,Brandon Miller,22,CHO,SF,27,27,924,0.403,19,0.403,0.112,0.159,0.096,0.037,0.597,0.475,0.727,0.41,0.362,0.278,0.355,0.511,0.808,0.037,17,0.082,0.333,4,0,,millebr02
152,Al Horford,38,BOS,C,60,42,1659,0.423,19,0.319,0.119,0.163,0.015,0.022,0.681,0.551,0.745,0.467,0.429,0.2,0.363,0.827,0.991,0.017,8,0.318,0.39,1,0,,horfoal01
381,Lonnie Walker IV,26,PHI,SG,20,7,477,0.42,19,0.401,0.165,0.099,0.061,0.075,0.599,0.518,0.686,0.333,0.462,0.438,0.354,0.591,0.778,0.028,5,0.142,0.333,3,0,,walkelo01
441,Cam Spencer,24,MEM,SG,25,1,252,0.415,19,0.366,0.098,0.134,0.098,0.037,0.634,0.5,0.625,0.545,0.5,0,0.365,0.867,0.947,0,0,0.115,0.333,0,0,,spencca01
62,Tyus Jones,28,PHO,PG,81,58,2174,0.448,18.3,0.413,0.06,0.174,0.16,0.019,0.587,0.496,0.78,0.479,0.422,0.385,0.414,0.393,0.873,0,0,0.344,0.5,0,0,,jonesty01
128,Kyshawn George,21,WAS,SG,68,38,1802,0.372,19.1,0.352,0.159,0.132,0.049,0.011,0.648,0.464,0.609,0.347,0.37,0.167,0.322,0.573,0.921,0.026,11,0.192,0.353,3,0,,georgky01
183,Luke Kennard,28,MEM,SG,65,11,1472,0.478,19.1,0.394,0.074,0.128,0.132,0.06,0.606,0.547,0.75,0.473,0.561,0.423,0.433,0.538,0.947,0.002,1,0.241,0.54,1,0,,kennalu01
549,Taze Moore,26,POR,SG,2,0,20,0.2,19.1,0.6,0.2,0.3,0.1,0,0.4,0.167,0.5,0,0,,0.25,0,1,0.1,1,0,,1,0,,mooreta02
265,Noah Clowney,20,BRK,PF,46,20,1042,0.358,19.2,0.298,0.142,0.118,0.035,0.003,0.702,0.414,0.642,0.205,0.231,0,0.333,0.696,0.954,0.065,17,0.249,0.338,1,0,,clownno01
458,Chuma Okeke,26,2TM,PF,9,3,196,0.5,19.2,0.3,0.3,0,0,0,0.7,0.75,0.75,,,,0.393,0.444,1,0.125,3,0.429,0.5,0,0,,okekech01
218,Johnny Juzang,23,UTA,SG,64,18,1270,0.429,19.2,0.339,0.072,0.16,0.069,0.038,0.661,0.534,0.676,0.513,0.424,0.556,0.376,0.605,0.89,0.006,3,0.395,0.419,0,0,,juzanjo01
101,Julian Champagnie,23,SAS,SF,82,29,1932,0.415,19.3,0.278,0.159,0.095,0.009,0.015,0.722,0.53,0.623,0.381,0.667,0.4,0.371,0.735,0.972,0.047,23,0.302,0.421,1,0,,champju02
202,Jose Alvarado,26,NOP,PG,56,23,1366,0.392,17.9,0.407,0.136,0.177,0.081,0.013,0.593,0.439,0.563,0.348,0.452,0.286,0.359,0.376,0.703,0,0,0.207,0.359,1,0,,alvarjo01
212,Jordan Hawkins,22,NOP,SG,56,9,1321,0.372,19.3,0.403,0.092,0.092,0.119,0.101,0.597,0.433,0.549,0.353,0.5,0.321,0.331,0.629,0.909,0.036,16,0.232,0.403,0,0,,hawkijo01
46,Kentavious Caldwell-Pope,31,ORL,SG,77,77,2279,0.439,19.3,0.393,0.123,0.063,0.064,0.143,0.607,0.589,0.761,0.412,0.543,0.538,0.342,0.698,0.929,0.029,16,0.348,0.339,0,0,,caldwke01
317,Landry Shamet,27,NYK,SG,50,0,762,0.461,19.3,0.322,0.135,0.07,0.087,0.03,0.678,0.595,0.71,0.438,0.65,0.286,0.397,0.818,0.919,0.013,3,0.397,0.468,1,0,,shamela01
74,Fred VanVleet,30,HOU,PG,60,60,2111,0.378,20.2,0.393,0.095,0.111,0.07,0.117,0.607,0.43,0.528,0.393,0.434,0.382,0.345,0.234,0.623,0,0,0.093,0.326,8,0,,vanvlfr01
489,Joe Ingles,37,MIN,SF,19,1,114,0.261,19.4,0.348,0.043,0.217,0.043,0.043,0.652,0.375,0,0.4,1,0,0.2,1,1,0,0,0.133,0,0,0,,inglejo01
51,Stephen Curry,36,GSW,PG,70,70,2252,0.448,20,0.377,0.083,0.171,0.07,0.053,0.623,0.534,0.673,0.488,0.455,0.567,0.397,0.478,0.704,0.001,1,0.101,0.494,6,1,MVP-9CPOY-5ASNBA2,curryst01
81,Luguentz Dort,25,OKC,SF,71,71,2073,0.435,19.5,0.304,0.123,0.094,0.059,0.027,0.696,0.489,0.589,0.375,0.429,0.563,0.412,0.67,0.959,0.032,14,0.259,0.421,0,0,DPOY-4DEF1,dortlu01
428,Torrey Craig,34,2TM,SF,26,4,314,0.422,19.5,0.267,0.167,0.067,0.022,0.011,0.733,0.583,0.667,0.333,1,0,0.364,0.714,0.958,0.056,4,0.424,0.286,0,0,,craigto01
336,Reed Sheppard,20,HOU,PG,52,3,654,0.351,19.5,0.406,0.088,0.109,0.151,0.059,0.594,0.371,0.667,0.269,0.278,0.357,0.338,0.333,0.833,0.008,1,0.169,0.25,0,0,,sheppre01
427,Jordan McLaughlin,28,2TM,PG,46,0,314,0.431,19.5,0.361,0.097,0.139,0.083,0.042,0.639,0.462,0.571,0.4,0.333,0.667,0.413,0.417,0.684,0,0,0.283,0.231,1,0,,mclaujo01
476,Elijah Harkless,24,UTA,SG,10,0,138,0.314,19.6,0.286,0.114,0.114,0.057,0,0.714,0.4,0.75,0.25,0,,0.28,0.75,0.857,0,0,0.32,0.375,0,0,,harklej01
309,Jaylin Williams,22,OKC,PF,47,9,784,0.439,19.7,0.308,0.149,0.086,0.059,0.014,0.692,0.529,0.606,0.526,0.385,0.333,0.399,0.639,0.967,0.059,9,0.144,0.636,1,0,,willija07
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,0.391,19.7,0.328,0.089,0.156,0.066,0.017,0.672,0.485,0.63,0.404,0.5,0.4,0.345,0.375,0.786,0.013,4,0.236,0.375,2,0,,mykhasv01
481,Alex Ducas,24,OKC,SG,21,0,125,0.4,19.7,0.3,0.133,0.067,0.033,0.067,0.7,0.222,0.25,0,0,0.5,0.476,1,1,0,0,0.429,0.556,0,0,,ducasal01
99,Keon Ellis,25,SAC,SG,80,28,1948,0.489,19.8,0.308,0.103,0.119,0.056,0.03,0.692,0.615,0.833,0.6,0.308,0.5,0.433,0.682,0.921,0.05,23,0.324,0.51,0,0,,elliske01
130,Duncan Robinson,30,MIA,SF,74,37,1785,0.437,19.9,0.271,0.122,0.128,0.018,0.003,0.729,0.556,0.642,0.518,0.333,0,0.393,0.76,0.884,0.012,6,0.184,0.427,0,0,,robindu01
315,Eric Gordon,36,PHI,SG,39,13,768,0.426,19.9,0.328,0.152,0.142,0.025,0.01,0.672,0.463,0.613,0.276,0.8,0,0.409,0.71,0.946,0.005,0,0.124,0.529,2,0,,gordoer01
466,Markieff Morris,35,2TM,PF,15,2,165,0.3,19.9,0.486,0.071,0.071,0.243,0.1,0.514,0.353,0.2,0.4,0.353,0.429,0.25,0.667,1,0,0,0.306,0.091,1,0,,morrima02
115,Buddy Hield,32,GSW,SG,82,22,1863,0.417,20,0.302,0.093,0.127,0.041,0.041,0.698,0.527,0.726,0.5,0.406,0.281,0.37,0.616,0.931,0.011,9,0.233,0.367,1,0,,hieldbu01
168,Grayson Allen,29,PHO,SG,64,7,1544,0.448,20,0.284,0.102,0.139,0.039,0.004,0.716,0.504,0.68,0.441,0.263,0.5,0.426,0.7,0.966,0.018,8,0.263,0.489,0,0,,allengr01
43,Chris Paul,39,SAS,PG,82,82,2292,0.427,21.2,0.364,0.026,0.048,0.189,0.101,0.636,0.514,0.8,0.536,0.518,0.424,0.377,0.22,0.493,0,0,0.127,0.34,2,0,,paulch01
94,Klay Thompson,34,DAL,SF,72,72,1965,0.412,20.1,0.369,0.067,0.081,0.105,0.116,0.631,0.448,0.712,0.38,0.37,0.412,0.391,0.69,0.944,0.002,2,0.264,0.39,0,0,,thompkl01
68,Tim Hardaway Jr.,32,DET,SG,77,77,2153,0.406,20.2,0.328,0.082,0.1,0.072,0.074,0.672,0.484,0.679,0.485,0.469,0.28,0.368,0.815,0.923,0.016,8,0.241,0.373,0,0,,hardati02
136,Mike Conley,37,MIN,PG,71,64,1756,0.4,19.4,0.338,0.077,0.15,0.081,0.03,0.662,0.38,0.583,0.371,0.342,0,0.41,0.433,0.819,0,0,0.268,0.494,1,0,,conlemi01
423,Jevon Carter,29,CHI,PG,36,1,321,0.377,20.3,0.281,0.103,0.082,0.068,0.027,0.719,0.488,0.533,0.417,0.5,0.5,0.333,0.6,0.743,0.007,1,0.238,0.4,0,0,,carteje01
521,E.J. Liddell,24,CHI,PF,12,0,53,0.533,20.3,0.333,0.133,0.133,0.067,0,0.667,1,1,1,1,,0.3,0.6,1,0,0,0,,0,0,,liddeej01
264,Jamison Battle,23,TOR,SF,59,10,1042,0.429,20.4,0.254,0.098,0.075,0.058,0.023,0.746,0.5,0.588,0.385,0.5,0.5,0.405,0.818,0.971,0.02,4,0.394,0.412,0,0,,battlja01
106,Gary Trent Jr.,26,MIL,SG,74,9,1893,0.431,20.4,0.341,0.072,0.079,0.111,0.079,0.659,0.46,0.574,0.404,0.493,0.365,0.416,0.476,0.906,0.003,1,0.217,0.489,0,0,,trentga02
345,Cory Joseph,33,ORL,PG,50,16,612,0.403,20.4,0.305,0.091,0.11,0.052,0.052,0.695,0.489,0.643,0.412,0.375,0.5,0.364,0.391,0.872,0,0,0.215,0.304,1,0,,josepco01
551,Ron Harper Jr.,24,DET,SF,1,0,17,0.125,20.4,0.25,0.125,0.125,0,0,0.75,0.5,0,1,,,0,1,,0,0,0.5,0,0,0,,harpero02
158,Donte DiVincenzo,28,MIN,SG,62,10,1606,0.422,20.5,0.261,0.126,0.106,0.024,0.005,0.739,0.49,0.627,0.365,0.357,0.333,0.397,0.592,0.851,0.013,5,0.196,0.419,2,0,,divindo01
217,Max Strus,28,CLE,SF,50,37,1273,0.442,20.6,0.214,0.134,0.078,0,0.003,0.786,0.65,0.78,0.448,,0,0.386,0.731,0.965,0.035,10,0.304,0.382,1,0,,strusma01
495,Jae Crowder,34,SAC,PF,9,2,103,0.318,20.6,0.318,0,0.136,0.091,0.091,0.682,0.429,,0.333,0.5,0.5,0.267,0.667,1,0,0,0.533,0.25,0,0,,crowdja01
20,Derrick White,30,BOS,SG,76,76,2574,0.442,20.7,0.279,0.084,0.121,0.05,0.024,0.721,0.593,0.716,0.586,0.563,0.261,0.384,0.465,0.808,0.009,8,0.171,0.432,0,0,DPOY-10,whitede01
324,Gary Harris,30,ORL,SG,48,3,711,0.383,20.7,0.241,0.06,0.128,0.023,0.03,0.759,0.469,0.625,0.412,0.333,0.5,0.356,0.6,0.972,0.008,1,0.426,0.372,0,0,,harriga01
45,Malik Beasley,28,DET,SG,82,18,2283,0.43,20.8,0.285,0.057,0.132,0.055,0.041,0.715,0.466,0.656,0.447,0.356,0.409,0.416,0.634,0.937,0.022,20,0.209,0.531,2,0,6MOY-2,beaslma01
326,Jett Howard,21,ORL,SF,60,0,701,0.374,20.8,0.29,0.103,0.092,0.027,0.069,0.71,0.566,0.741,0.458,0.714,0.389,0.296,0.488,0.909,0.027,3,0.247,0.37,2,0,,howarje01
305,Aaron Holiday,28,HOU,PG,62,3,792,0.437,20.8,0.325,0.06,0.131,0.075,0.06,0.675,0.517,0.75,0.486,0.4,0.5,0.398,0.378,0.819,0,0,0.177,0.469,1,0,,holidaa01
293,Alec Burks,33,MIA,SG,49,14,863,0.424,20.8,0.236,0.059,0.1,0.041,0.037,0.764,0.422,0.5,0.296,0.545,0.5,0.425,0.556,0.955,0,0,0.488,0.406,1,0,,burksal01
510,RayJ Dennis,23,IND,PG,11,0,70,0.333,20.9,0.364,0.061,0.152,0.091,0.061,0.636,0.417,1,0.2,0,1,0.286,0.2,0.667,0,0,0.143,0,1,0,,dennira01
222,Dean Wade,28,CLE,PF,59,30,1252,0.413,21,0.181,0.118,0.041,0.007,0.015,0.819,0.653,0.781,0.455,0.5,0.25,0.36,0.688,1,0.033,8,0.392,0.414,0,0,,wadede01
245,Vit Krejci,24,ATL,PG,57,16,1153,0.497,19.4,0.295,0.13,0.116,0.034,0.014,0.705,0.64,0.763,0.559,0.5,0.5,0.437,0.655,0.922,0.041,11,0.223,0.543,0,0,,krejcvi01
560,Terence Davis,27,SAC,SG,1,0,8,0,21.1,0.5,0,0,0.5,0,0.5,0,,,0,,0,,,0,0,0,,0,0,,daviste02
493,Patrick Baldwin Jr.,22,2TM,SF,24,0,107,0.543,21.2,0.343,0.229,0.114,0,0,0.657,0.5,0.625,0.25,,,0.565,0.833,1,0.114,4,0.174,0.75,0,0,,baldwpa01
121,Royce O'Neale,31,PHO,SF,75,22,1837,0.423,21.2,0.226,0.089,0.111,0.021,0.005,0.774,0.481,0.725,0.349,0.25,0,0.406,0.71,0.961,0.007,3,0.231,0.529,3,0,,onealro01
48,Payton Pritchard,27,BOS,PG,80,3,2271,0.472,21.3,0.277,0.112,0.09,0.044,0.031,0.723,0.642,0.794,0.615,0.447,0.444,0.407,0.247,0.804,0,0,0.157,0.469,8,0,6MOY-1,pritcpa01
446,Dariq Whitehead,20,BRK,SF,20,0,246,0.406,21.3,0.229,0.063,0.125,0.01,0.031,0.771,0.273,0.333,0.333,0,0,0.446,0.5,0.97,0.01,1,0.27,0.45,0,0,,whiteda01
407,Baylor Scheierman,24,BOS,SG,31,2,384,0.355,21.3,0.255,0.073,0.118,0.018,0.045,0.745,0.464,0.625,0.385,0,0.6,0.317,0.615,0.885,0,0,0.28,0.348,0,0,,scheiba01
171,Gabe Vincent,28,LAL,PG,72,11,1527,0.4,21,0.264,0.079,0.09,0.057,0.038,0.736,0.532,0.636,0.474,0.458,0.563,0.353,0.593,0.872,0,0,0.356,0.391,1,0,,vincega01
459,Drew Peterson,25,BOS,PF,25,1,186,0.415,21.4,0.195,0.098,0.073,0,0.024,0.805,0.5,0.25,0.667,,1,0.394,0.25,0.923,0,0,0.273,0.333,0,0,,peterdr01
528,Jack McVeigh,28,HOU,PF,9,0,43,0.294,21.5,0.235,0.059,0.059,0.059,0.059,0.765,0.25,0,0,1,0,0.308,0,1,0,0,0.462,0.5,0,0,,mcveija01
532,Miles Norris,24,BOS,PF,3,0,35,0.222,21.6,0.222,0.111,0.111,0,0,0.778,0,0,0,,,0.286,,1,0,0,0,,0,0,,norrimi01
457,Adam Flagler,25,OKC,SG,37,0,203,0.26,21.7,0.25,0.063,0.063,0.063,0.063,0.75,0.458,0.667,0.167,0.833,0.167,0.194,0.545,0.857,0,0,0.125,0,0,0,,flaglad01
470,Tyson Etienne,25,BRK,PG,7,0,151,0.327,21.9,0.154,0.096,0.058,0,0,0.846,0.5,0.4,0.667,,,0.295,1,1,0,0,0.318,0.429,0,0,,etienty01
312,Lindy Waters III,27,2TM,SG,52,9,778,0.369,22,0.253,0.064,0.092,0.052,0.044,0.747,0.444,0.438,0.565,0.231,0.455,0.344,0.714,0.938,0.02,4,0.312,0.328,0,0,,waterli01
201,Nicolas Batum,36,LAC,PF,78,8,1367,0.437,22.1,0.147,0.059,0.055,0.008,0.025,0.853,0.457,0.571,0.385,0,0.5,0.433,0.5,0.989,0.021,4,0.478,0.474,0,0,,batumni01
159,Isaiah Joe,25,OKC,SG,74,16,1604,0.44,22.3,0.207,0.07,0.049,0.054,0.034,0.793,0.549,0.805,0.517,0.313,0.45,0.412,0.791,0.911,0.015,9,0.18,0.548,0,0,,joeis01
449,Bones Hyland,24,2TM,PG,24,0,239,0.398,22.4,0.305,0.085,0.085,0.051,0.085,0.695,0.417,0.7,0.3,0.167,0.4,0.39,0.4,0.438,0.017,2,0.098,0.5,1,0,,hylanbo01
300,Garrison Mathews,28,ATL,SG,47,2,830,0.397,22.4,0.152,0.047,0.058,0.031,0.016,0.848,0.436,0.5,0.4,0.5,0.25,0.39,0.824,0.976,0.004,1,0.317,0.58,0,0,,mathega01
307,Caleb Houstan,22,ORL,SF,58,6,788,0.421,22.4,0.158,0.042,0.063,0.032,0.021,0.842,0.533,0.625,0.5,0.5,0.5,0.4,0.938,0.984,0.005,0,0.331,0.302,0,0,,houstca01
499,Yuki Kawamura,23,MEM,PG,22,0,93,0.367,22.4,0.233,0.067,0,0.133,0.033,0.767,0.571,0.5,,0.5,1,0.304,0.5,0.429,0,0,0.13,0.333,0,0,,kawamyu01
335,Kyle Lowry,38,PHI,PG,35,12,659,0.35,22.5,0.248,0.051,0.111,0.034,0.051,0.752,0.414,0.667,0.308,0.75,0.167,0.33,0.667,0.931,0,0,0.182,0.375,2,0,,lowryky01
195,Sam Merrill,28,CLE,SG,71,4,1401,0.406,22.7,0.132,0.085,0.028,0.005,0.014,0.868,0.625,0.722,0.5,0,0.5,0.372,0.8,0.993,0,0,0.22,0.383,0,0,,merrisa01
170,Sam Hauser,27,BOS,PF,71,19,1541,0.451,22.9,0.158,0.053,0.032,0.04,0.034,0.842,0.64,0.72,0.467,0.737,0.563,0.416,0.813,0.952,0.006,1,0.268,0.458,1,0,,hausesa01
313,Lonzo Ball,27,CHI,PG,35,14,777,0.366,23,0.198,0.07,0.058,0.037,0.033,0.802,0.458,0.529,0.5,0.333,0.375,0.344,0.545,0.881,0.021,4,0.221,0.372,4,0,,balllo01
424,Patty Mills,36,2TM,PG,29,0,321,0.375,23.1,0.219,0.021,0.094,0.031,0.073,0.781,0.476,0.5,0.556,0.333,0.429,0.347,0.5,0.769,0,0,0.147,0.455,0,0,,millspa02
477,Pete Nance,24,2TM,C,13,1,138,0.438,23.2,0.25,0.125,0.063,0,0.063,0.75,0.625,1,0,,0.5,0.375,0.8,1,0.063,2,0.083,0.5,1,0,,nancepe01
464,Cole Swider,25,2TM,SF,10,0,169,0.349,23.2,0.254,0.063,0.048,0.048,0.095,0.746,0.438,0.25,0.333,0.667,0.5,0.319,0.714,1,0,0,0.404,0.316,0,0,,swideco01
418,Doug McDermott,33,SAC,SF,42,3,342,0.427,23.3,0.137,0.043,0.043,0.026,0.026,0.863,0.375,0.6,0.2,0.333,0.333,0.436,1,1,0.009,1,0.277,0.464,0,0,,mcderdo01
507,Emoni Bates,21,CLE,SF,10,0,75,0.342,23.4,0.211,0.105,0,0.053,0.053,0.789,0.25,0.5,,0,0,0.367,0,0.909,0,0,0.1,0.667,0,0,,batesem01
518,P.J. Tucker,39,NYK,SF,3,1,58,0.429,23.9,0.143,0,0,0.143,0,0.857,0,,,0,,0.5,,1,0,0,0.833,0.6,0,0,,tuckepj01
153,A.J. Green,25,MIL,SG,73,7,1659,0.429,24,0.144,0.028,0.017,0.038,0.061,0.856,0.443,0.667,0.143,0.5,0.385,0.427,0.741,0.942,0,0,0.292,0.528,3,1,,greenaj01
533,PJ Dozier,28,MIN,SG,9,0,35,0.667,24.7,0,0,0,0,0,1,,,,,,0.667,,1,0,0,0.333,1,0,0,,doziepj01
554,Daishen Nix,22,MIN,PG,3,0,13,0,24.8,0,0,0,0,0,1,,,,,,0,,,0,0,0,,0,0,,nixda01
540,Jalen Bridges,23,PHO,SF,8,0,30,0.286,25.3,0,0,0,0,0,1,,,,,,0.286,,1,0,0,0.429,0.667,0,0,,bridgja01
559,Quincy Olivari,23,LAL,PG,2,0,10,0.2,25.8,0,0,0,0,0,1,,,,,,0.2,,1,0,0,0.2,0,0,0,,olivaqu01
562,Riley Minix,24,SAS,SF,1,0,7,0,30.4,0,0,0,0,0,1,,,,,,0,,,0,0,0,,0,0,,minixri01
569,Jahlil Okafor,29,IND,C,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,,okafoja01
561,Jalen McDaniels,27,WAS,SF,4,0,7,,,,,,,,,,,,,,,,,,0,,,0,0,,mcdanja01
566,Jesse Edwards,24,MIN,C,2,0,5,,,,,,,,,,,,,,,,,,0,,,0,0,,edwarje01